職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
全端工程師 Full stack Engineer,普匯金融科技股份有限公司,軟體工程師、Internet程式設計師、資料庫管理人員,62500.0,台北市中山區松江路111號11樓之1 (距捷運松江南京站約80公尺),"公司簡介（https://bit.ly/3JsFOAP）
您好，歡迎來到普匯金融科技。我們是一個以互利互信、公開透明、有溫度為理念的金融服務平台，由一群人擁有多年專商業風險管理、金融產品設計及高端科技團隊所組成。我們堅信，透過串起社會閒置資源，協力年輕人完成夢想的金融新平台，可以創造更美好的社會。

現在，我們正在尋找一位優秀的程序設計師，來加入我們的團隊。作為一個普匯金融科技的軟體工程師，您將有機會參與開發最真實的金融服務系統，並走在台灣金融科技的前端。此外，您還可以增加金融相關領域專業，提升金融科技知識，與我們共同開創年輕化的移動金融服務，一起邁向國際舞台，開創AI金融科技獨角獸。
___________________________________________________________________________

【工作內容】
1. 開發和維護公司的應用程式，確保穩定運作並滿足使用者需求。
2. 編寫高品質的程式碼，遵循最佳實踐和軟體工程原則，以確保程式的可讀性和可維護性。
3. 實作直觀且高效之前端使用者界面。
4. 進行性能優化和測試，以確保應用程式的高效運行，並修復潛在的漏洞和錯誤。
5. 開發和維護後端服務，包括資料庫設計、API開發和業務邏輯之實作。 
6. 與設計師、PM協作，確保團隊的順暢協作，並解決跨部門的技術問題。
7. 跟蹤和應用最新的技術和趨勢，以保持對新技術的了解並將其整合到現有的專案中。
8. 協助解決開發環境中出現的技術問題，以確保系統的高可用性和可靠性。

【需備條件】
1. 資訊工程相關學士以上學歷
2. 至少2年以上全端開發經驗，熟練掌握前端和後端語言，如JavaScript、Python、PHP等。
3. 精通前端技術，包括HTML、CSS、Javascript，並有實際前端開發經驗，熟悉React、Vue等框架。
4. 熟練使用版本控制工具，如Git。
5. 具備良好的問題解決和調適能力，能夠迅速識別並解決技術問題。
6. 良好的團隊合作能力，能有效與跨功能團隊協作，共同完成專案。
7. 良好的溝通能力，能夠清晰表達技術概念和解決方案。

【加分條件】
1. 了解容器化技術以及微服務架構。
2. 具備雲計算平台(如AWS、Azure、Google Cloud)上部署和維護應用程式的經驗。
3. 有數據分析和機器學習的相關知識或經驗。
4. 曾參與貢獻Open Source專案之經驗。",不拘,PHP、MySQL,不拘,"1. 【入職三個月內需考取金融科技力證照】
https://www.tabf.org.tw/LicenseExamList.aspx?ExamCode=261",https://www.104.com.tw/job/87ryx?jobsource=index_s
D4000 Java軟體開發工程師,富邦媒體科技股份有限公司(富邦momo),Internet程式設計師、軟體工程師、其他資訊專業人員,40000.0,台北市內湖區洲子街96號4樓 (距捷運港墘站約430公尺),"1. 負責全方位金流系統相關專案，包括分析、設計、開發和維運，依個人能力合理分配專案。

2. 開發 API、排程、報表產出。進階工作負責需求分析、架構規劃，以及 DB schema 設計。

3. 參與金流支付平台專案，包括 mo幣、Line pay、街口支付、ATM、IBON、悠遊付、信用卡、第三方支付等。

4. 後端佔比 70%，熟練使用 Spring Boot；前端佔比 30%，使用 reactJS，具備 hook 經驗佳（熟悉 Angular 或 Vue 等前端框架，想增加reactJS技能）。

5. 持續進行程式碼和系統性能優化。

6. 使用的技術： Oracle、PostgreSQL、REDIS、MONGODB、Rabbit MQ、Linux、Docker。

7. 本職位結合金流整合開發與數據分析，同時注重風險控管。

歡迎具備相應技能且充滿熱情的 Java 工程師加入我們的團隊，一同打造卓越的電商金流體驗！ 


**資深者可再另議薪資**",不拘,Linux、OOAD、Git、Java、Spring、Oracle、PL/SQL、PostgreSQL、Tomcat、jQuery、ReactJS,軟體程式設計,"1. 熟SQL語法。
2. 熟Java開發架構與Spring Boot。
3. 具專案開發與管理經驗者佳。
4. 了解網路技術架構及應用，能執行整體解決方案者佳。
5. 懂資料庫應用相關者佳。
6. 具訂購、財務系統開發運維經驗者佳。


* 如經面試錄取後，報到時須繳交「體格檢查表(一般)」，請於報到前自行至醫療機構辦理體檢 *

2024Career",https://www.104.com.tw/job/7cewn?jobsource=index_s
Java 軟體工程師,自然互動科技股份有限公司,軟體工程師、Internet程式設計師、通訊軟體工程師,40000.0,台北市中山區建國北路2段82號5樓 (距捷運松江南京站約500公尺),"我們正在尋找一位Java程式軟體工程師，加入我們團隊，共同維護並打造更好的應用，
並為我們的客戶提供最優質的產品和服務

工作職責:

 - 設計和開發Java EE / Java Web應用程式
 
 - 建立網頁MVC架構，開發前端產品應用
 
 - 實施代碼測試和編寫技術文檔
 
 - 維護現有服務並解決系統問題
 
 - 與團隊協作，參與產品需求討論和制定
 
要求：

 - 具備程式設計及開發的熱情

 - 具備良好邏輯思維、分析問題和解決問題的能力
 
 - 具備優秀的團隊溝通及協作能力
 
 - 熟悉前端應用技術，並有網頁MVC架構設計經驗
 
 - 熟悉JSP, Servlet, JSTL, EL 等技術
 
 – 熟悉前端 HTML/CSS/JavaScript 等技術。
 
 - 熟悉Spring、SpringMVC、SpringBoot等框架
 
 - 熟悉使用MySQL等關聯數據庫

具有相關學位或證書者優先考慮

福利待遇：

 - 年終獎金、績效獎金、員工福利等多種獎勵；

 - 良好的職業發展機會和培訓計劃，提升個人專業水平；

 - 良好的工作環境和氛圍，開放的管理風格和創新的企業文化。
 
 期待與您共事 :)","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Java、JSP、Spring、JDBC、MySQL、Oracle、Tomcat、HTML、J2EE、JavaScript、jQuery,軟體程式設計、網路程式設計、資料庫軟體應用,"1.現場筆試 (基礎邏輯/程式語言) . 約60-90分鐘

2.與產品+技術主管面談.了解面試者經歷,並說明團隊文化,工作內容,可發問

3.若過去曾有相關經驗及作品請於面談階段展示",https://www.104.com.tw/job/7d68t?jobsource=index_s
Python / Django 開發工程師 (1 年以上)【聯想感】,股感資訊股份有限公司,Internet程式設計師、軟體工程師、系統分析師,60000.0,台北市松山區民生東路三段135號3樓 (距捷運中山國中站約500公尺),"【工作內容】

此職缺會協同數位 Python 工程師、數據工程師與架構師共同規劃與打造行為數據平台，主要用於收集、分析行為數據、同時導入行為分類模型後運行自動化腳本，最終完成數據化運營及成效監控等機制。工作過程中需不斷習慣處理各式數據 (ETL)，探索分析數據進行導入，需熟悉 Python ，並具有 Django 應用程式開發經驗，理解排程與平行運算機制，從而妥善處理程式對系統所帶來的耗能。 若您對 Django 尚不熟悉，請勿投遞此職缺。


  

剛開始時，您主要是與團隊協作，共同完成數據平台上的既有規劃與開發工作，同時協助團隊梳理與排除數據平台運作中產生的各種突發程式狀況，並完成記錄與建檔，隨著漸漸上手，您應可獨立開發 ETL、分析模型、運營腳本等功能之設計與上線。在工作過程中，您會與工程團隊、設計團隊、產品團隊溝通協作，完成規劃之項目與習慣自主進度掌控，偶而需配合完成合作廠商之專案、例如資料串接、資料爬取、數據報告等較為短期之工作。

【我們希望你】

一定要對開發工作具有熱情與自我學習不斷精進的渴望，遇到問題時，能獨立查找與判斷解決方案的可行性，若遇到無法解決的問題，也懂得如何清楚論途與提問，樂於與同仁們分享技術新知、提升自我能力，當挑戰尚不熟悉的工作內容時，充滿戰鬥力。



【職務需求】

需熟悉 Python 語法與 Django Framework
熟悉 PostgreSQL
熟悉 Git 版本控制 (我們使用 gitlab)
熟悉 API 、MVC/MVT、前後端分離等相關概念",不拘,Linux、Python、MySQL、PostgreSQL、Django,系統架構規劃、軟體程式設計、網路程式設計、資料庫程式設計,"【工作環境】

1. 公司提供 Macbook pro + 外接螢幕一台
2. 開放式工作環境",https://www.104.com.tw/job/84iva?jobsource=index_s
Mid-Level ～ Senior UX Designer,果思設計股份有限公司,UX設計師、產品設計師、網頁設計師,55000.0,台北市松山區南京東路四段186號7樓-3,"Hello 你好：）
果思設計正在找尋 3 年以上工作經驗的 UX Designer

在果思，UX Designer 不只是互動設計師，而是能在專案初期承接策略規劃師完成的市場與使用者研究並制定專案方向，中期落實介面規劃與微互動設計，後期協助與工程人員溝通的 T 型人才。夥伴與客戶最常形容果思是個「精實」的設計開發團隊。

果思相信，每個產品存在，一定有它的理由；我們的責任就是替每個產品找到真實的使用價值，並透過良好的設計與開發，讓用戶能確實體驗到。
因此我們的團隊編制為「PM：設計師：工程師 ＝ 0.8： 1：1」，以確保專案有充足人力順利進行、每位設計師的產出經得起開發可行性考驗，且能以最有效率的方式落地。

我們的設計團隊目前有 4 位 UX、3 位 UI，今年因為夥伴準備出國讀書，因此預計招募一位約 Mid-Level 以上程度的 UX Designer，一起征服越來越具挑戰性的專案。


⭐️ 起薪範圍：

Mid-Level：50,000-60,000，保障 13個月
Senior：60,000 以上，保障 13 個月


⭐️ 一定會碰到的工作項目有：

1. 專案需求定義
2. 用戶研究的協助：配合研究員執行研究、一起整理 insight
3. 資訊架構設計 & Wireframe 設計：工具是 Figma
4. 易用性測試：需用 Maze 或 Figma 製作 prototype（幾乎每個專案都會測試喔！）

一定會參與的會議有：
1. 去客戶公司 brief 設計流程（自己的設計自己 brief）
2. 與公司內部 UI 設計師的 wireframe 說明會議
3. 與公司內部或外部合作工程師的開發討論會議

如果設計思辨力跟創意都很亮眼，很大機會碰到的工作項目有：
設計提案：兩~三週內生出完整的專案目標／用戶特性／設計方向／重點設計頁面 Demo／必要時 Demo Prototype，很累，但很刺激，而且得到客戶肯定、拿到專案會很有成就感

比較不會碰到的項目有：
1. 大量的數據探討與研究：乙方公司比較少直接接觸客戶的產品使用數據；僅一些我們長期合作的客戶會提供（例如悠遊付）
2. 快速的 scrum 開發與迭代：公司性質讓我們比較多 0-1 完整的專案，為了確認易用性，多數使用 prototype 易用性測試而非 launch MVP

⭐️ 職務需求

必備條件：
1. 三年以上的Web, App UX規劃經驗
2. 廣泛接觸Web, App技術與應用趨勢
3. 能夠模擬使用情境並設想User case
4. 熟悉 UX 開發工具與技巧，能建立function flow, wireframe, prototype
5. 熟悉 iOS human interface guideline, Android material design guideline
6. 工程開發合作經驗（請提供已開發完成並上線的作品）

⭐️ 我們希望你具備的能力：

1. 會畫 Wireframe：因為如果你不會，我也不知道能在我們部門做什麼了 ˊ＿>ˋ
2. 口語表達能力不錯：我們照三餐(?)在簡報，對內、對外都是，所以需要你不會結巴、簡報時不會突然當機，最好可以順順的念完四十四隻石獅子清楚闡述一個設計 Base on 的「現況、痛點、解決方法、預期效益」
3. 懂開發與資料庫原理：不用會寫 code，但是知道什麼是 api、server、database，也知道如何在 Wireframe 上標明何時要做判斷、前端還是後端判斷等
4. 自主性：自動自發、懂得安排每天的工作進度、主動確認專案上須釐清的任何事項
5. 細心：能像在考指考一樣反覆檢查自己的產出有沒有狀態缺漏、邏輯問題、標注不清等地方
6. 創意：不要被同一套 pattern 框限，而是能不斷自我挑戰，創造更創新、更獨特的設計
7. 好奇心：隨時針對不懂的地方發問，看到新技術／新元件／很酷的設計手法會熱血沸騰、躍躍欲試
如果會唱唱歌、喝喝酒，我們會很期待與你一起玩樂～（不會也沒關係啦 ˊ＿>ˋ

加分項目*：
1. 跨專業經驗，如曾任行銷企劃, PM, 設計師或工程師
2. 具備資料分析能力
3. 具備基礎 UI 設計能力
4. 懂得Photoshop, Illustrator, Sketch等軟體工具應用
*加分項目不影響工作內容

如果還想要了解果思更多，歡迎上我們的官網，或至 Medium 看看果仁們真實的反饋

果思設計官網作品集
https://www.goonsdesign.com/portfolios.html

果思設計 Medium
https://medium.com/goons

期待對 UX 有熱情的夥伴加入我們：）",不拘,Figma、Wireframe、Mockup、Prototype,視覺設計相關知識、使用者介面設計、設計表現能力,"⭐️ 額外可能吸引你的地方：

非常平面的溝通渠道：抬起頭就可以看到 PM、工程師、其他設計師，有問題直接溝通、儘速解決
開放的辦公環境，你可以在座位上、會議室、吧台區或沙發區工作，且歡迎隨時找夥伴討論、內部測試（太安靜我也是會想睡的）
豐富多樣的專案型態：銀行、支付、共享租賃、iOT、電商、百貨、新媒體的案子我們都有，每次都是一個新的 Domain Knowhow，平均一人一年接 3-4 個專案，產業知識累積非常快

⭐️ 面試流程
1. 簡單自我介紹，讓果思了解你的專長、工作經歷與亮眼的地方
2. 作品說明與提問
3. 果思簡介與工作內容說明
4. 其他",https://www.104.com.tw/job/8c64m?jobsource=index_s
熱流與熱傳導機構工程師 Liquid cooling Engineer,Cooler Master_訊凱國際股份有限公司,熱傳工程師、機構工程師、硬體研發工程師,40000.0,台北市內湖區新湖一路398號,"我們是世界頂尖的散熱技術領導企業，提供全球電競、雲端、通訊、電動車等大廠散熱解決方案與產品。
目前我們誠摯邀請優秀的 液冷工程師 加入我們頂尖的團隊。

職務描述
1.進行Liquid cooling system(液體散熱系統) 
   或Cooling Module(冷板模組) 研發設計/模擬測試/數據分析與評估
2.依據客戶需求提供設計規格與相關解決方案
3.協同品質部門制定可靠性驗證規格與條件

職務需求
1.熟悉CFD模擬軟體、Creo工程繪圖軟體
2.熟悉電子產品的機構設計原理和熱傳理論，並能夠了解並解決相關問題
3.具備良好的溝通能力與分析問題和解決問題的能力
4.具有良好的團隊意識、工作態度積極
5.有水路配管經驗者尤佳

Cooler Master提供給你
1.世界級的市場舞台，發揮您的優秀技術
2.以人為本的企業文化，讓您的工作與生活平衡
3.完善的升遷、培育規劃，兼具市場競爭力的薪酬、獎金與福利待遇

誠摯邀請您加入Cooler Master，與頂尖的團隊一起為世界發光發熱。如果你對職缺有興趣，請立即按下投遞履歷，Cooler Master歡迎你!","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1.機械、航太、土木、工程科學、冷凍空調等相關學科畢業。
2.具備良好的溝通能力與分析問題和解決問題的能力。
3.具有良好的團隊意識、工作態度積極。
4.熟悉CFD模擬軟體、Creo工程繪圖軟體。
5.有水路配管經驗者優先錄取。",https://www.104.com.tw/job/85nk1?jobsource=index_s
【研發部】Software Engineer 軟體工程師 (串接團隊),宇匯知識科技股份有限公司,軟體工程師、Internet程式設計師,77083.0,台北市松山區復興北路143號8樓 (距捷運南京復興站約170公尺),"Bridgewell 是台灣本土第一家以自家大數據和 AI 人工智慧技術獲 Meta (即 Facebook) 認可為「技術行銷合作夥伴」的公司。擁有大量使用者資訊及先進廣告投放技術，基於混和雲架構，每天處理數十億筆廣告請求。

【團隊介紹】
串接團隊作為宇匯的一員，專注在使用者行為資料蒐集與動態廣告商品串接，以及廣告曝光等前、後端的任務。除此之外，偶爾也會為了優化工作流程，開發使用者操作後台。

工作內容多樣、也極具挑戰性，如果你是個有勇氣、敢挑戰、有夢想且懂得團隊合作的人，歡迎加入我們。

【工作內容】
你將會是工程師的最前線，也是資料品質的把關者。
●  設計並開發串接系統，將串接過程更加自動化、系統化，以優化工作流程與提升效率。
●  深入觀察各種網站架構與設計方式，並用最適合的方法將客戶網站串接上宇匯廣告系統與其他第三方媒體。
●  了解產品全貌與客戶需求，並針對需求或問題提供技術建議。
●  密切與其他部門甚至客戶跨領域溝通、協調資源，磨練你的溝通軟實力。
●  維護所有客戶每天數千萬筆資料的完整性與正確性
●  透過改良或開發全新廣告版型，提升客戶與使用者的滿意度。
●  基於 .NET Core 與 Container，改善廣告曝光的效率與系統佈署的彈性。
●  面對多元且複雜的廣告環境，能迅速且有效的解決來自 SSP 與 DSP 的各種問題與需求。

【我們相信，你會想加入宇匯的 3 個理由】
●  我的產品由我塑形，可以與產品負責人密切合作共同改善產品，而不是單純聽命實作。
●  注重工作生活平衡；每月提供學習/運動補助，在工作之餘也滋養你的身心靈。
●  風氣自由，有心想改善的地方都可以動手改善，發揮空間大。",不拘,Git、ASP.NET、C#、Python、JavaScript,不拘,"【你的特質】
●  能夠將複雜的技術問題描述得淺顯易懂
●  在自由的環境下能自我要求，對工作積極負責，並發揮個人最大潛能。
●  願意了解公司全貌及工作的定位與價值，並發揮影響力將產品變得更好。
●  不斷精進自我，熱愛學習新的技術，並與其他人分享。
●  喜歡團隊合作，期待與團隊攜手解決難題一同成長。

【必要技術】
●  熟悉任一種 OOP 程式語言，例如：C#(prefered) / Java
●  懂 JavaScript
●  熟悉 Git
●  熟悉任何資料庫，例如：MySQL(prefered)  

【加分條件】
●  有系統架構設計經驗
●  熟悉 React / Vue /Angular
●  熟悉任何 CI/CD 系統
●  熟悉 Python / PySpark
●  熟悉 Docker / K8s
●  熟悉 Unit Test 與 TDD
●  追求 Clean Code
●  了解 OKR、Scrum
●  具數位廣告經驗
●  有 GTM 操作經驗",https://www.104.com.tw/job/7y25a?jobsource=index_s
(研發一部)專案工程師,潮網科技股份有限公司,專案助理,31500.0,台北市中正區延平南路189號三樓之1 (距捷運小南門站約410公尺),"潮網科技成立於2010年，於台北、上海、深圳、廣州、吉隆坡和東京設有辦公室，廣泛佈網數位媒體全球化潮流、貫穿 AdTech 廣告科技及 MarTech 行銷數據領域、致力於電商科學化運營及智慧商機開發的 New SaaS 公司，自主研發【PUNWAVE】系列產品，為企業重整數據賦能，提供一站式解決方案。

潮網科技持續將集團資源及產品服務進行完整輳合，集團包含研發中心、數據策略、輿情分析、整合企劃、媒體採購及電商運營等團隊，提供全方位的數位行銷服務，同時也具備數位媒體 Meta、Google、Criteo夥伴認證資格，於2017年也取得 Twitter 獨家代理，更擁有 Oracle Gold Partner 及 Salesforce Partner 認證，積極協助客戶運用 MarTech 進行數位轉型。

潮網科技也是台灣少數具跨境行銷實務經驗的團隊，投放地區涵蓋亞洲、美洲、歐洲、非洲等地，近期更是放眼國際，開始佈局日本與美國市場，期許提供提供更完整的海內外行銷解決方案。在2022年更完成B輪募資，拚2年內 IPO！

我們的願景是希望能持續在數位行銷與廣告產業中激起更多火花，在這個新行銷時代致力於建構完整的數位行銷生態圈。如果你期待與我們一起發揮影響力，為這個產業盡一份心力、同時在潮網的舞台上發光發熱，歡迎你加入潮網團隊！

數位時代報導2024.05.21
【IPO預備軍+1！潮網科技2025將登創新板，CEO親曝客戶開發秘訣】
https://www.bnext.com.tw/article/79133/wavenet-ipo-tib-2025?


作為 專案工程師 你/妳將會負責：
1. 協助專案經理進行專案進度追蹤管理：
　　協助制定並更新專案計劃，確保專案進度符合時間表。
　　協助專案經理進行內外部溝通，確保各方了解專案進度和需求。
　　組織並參與專案會議，準備會議資料並記錄會議紀要。
2. 利用Excel統整數據報表：
　　編制並維護專案相關數據報表，確保數據的準確性和及時性。
　　使用Excel進行數據分析，為專案決策提供支持。
3. 負責利用no-code工具整併公司跨部門數據：
　　使用no-code工具進行數據整合，確保不同部門數據的協同和共享。
　　協助設計和維護數據整合流程，確保數據的高效管理和使用。


這個角色，我們期待你/妳具備以下條件：
1. 本科及以上學歷，專業不限（項目管理、工商管理等相關專業優先）。
2. 具備項目管理或助理相關工作經驗者優先。
3. 熟練使用Excel進行數據統整和分析。
4. 能夠使用no-code工具（如Zapier、Airtable等）進行數據整合的能力。
5. 具備良好的組織溝通和協調能力，能夠與不同部門和團隊有效合作。
6. 仔細、樂於溝通與挑戰，具有耐心和解決問題的能力。",不拘,Excel,專案時間╱進度控管、專案溝通╱整合管理、數據分析,未填寫,https://www.104.com.tw/job/8cssk?jobsource=index_s
SRE工程師(彈性遠端),可因科技有限公司,其他資訊專業人員,125000.0,台北市松山區,"About the Opportunity:

我們正在尋找一位SRE工程師加入我們的團隊。您將負責維護和提升系統可靠性、穩定性和性能的角色。建立自動化運維流程、監測系統健康狀態並解決問題，以確保服務的高可用性。




▲【工作內容】

1. 對服務穩定性和用戶體驗負責，用技術手段提升並落地運維自動化，提高系統的穩定性指標。

2. 負責業務運維工作、提高自動化運維水平、故障響應能力、優化資源使用率。

3. 優化線上技術架構，從SRE角度參與並推動研發、產品改進架構體系。

4. 建立高效的SRE體系，提升SRE團隊的技能水平




▲【基本條件】

1.prometheus, aws,openresty  kafka 應用運維實戰經驗

2.具備高可用、高性能/容量、高伸縮性系統架構設計能力。

3.熟悉linux文件系統、內核、linux性能調優、TCP/IP、HTTP等協議，有良好的網絡、數據存儲、計算機體系結構方面的知識 ，具備技術敏感度和故障排查經驗。

4.熟練掌握如nginx、lvs、redis、kafka、mysql等常見中間件的工作原理、部署及性能優化。

5.具有linux 下python、go、java至少其中之一的完整項目研發經驗。

6.具有SRE體系建設及平台化工具建設的相關經驗者優。

7.熟練使用AWS、阿里雲等服務者優。


▲【加分條件】

1.有運維自動化、監控系統、發布系統等設計和開發經驗者優先

2.具備大流量、高並發系統的設計、開發和優化經驗

3.有大規模K8S+Docker集群設計和維護經驗者



▲【薪資範圍】
Junior: 1M-1.5M
Senior: 1,5M-2M+ (依照能力及經驗)



▲【應徵方式】

將履歷 , CV (PDF檔)寄到招募窗口信箱
信件標題註名：《{職位}_姓名》


▲【面試流程】

階段１ : 履歷篩選｜透過信箱通知面試邀請
階段２ : 第一關面試｜線上視訊面試
階段３ : 第二關面試｜線上視訊面試",不拘,Linux、Java,系統架構規劃、系統維護操作、系統整合分析,"prometheus, aws,openresty  kafka 應用運維實戰經驗
具備高可用、高性能/容量、高伸縮性系統架構設計能力",https://www.104.com.tw/job/83oos?jobsource=index_s
產品經理/專案經理(數位旅宿產品),膂盟資訊開發股份有限公司,產品企劃、產品管理師、產品企劃主管,40000.0,台北市中山區民生東路一段29號9樓 (距捷運雙連站約450公尺),"1. 依據您對數位產品相關專業，並就用戶、數據反饋，持續優化與迭代產品。
2. 根據市場反饋進行平台優化、管理、規劃、設計、推廣及開發協調。
3. 制定產品規格，評估開發的可行性，進行導入並控管時程。
4. 理解內外部需求，並將需求轉為可執行的計畫與產品規格文件
5. 定義階段性產品範疇，並與工程師與設計師等各種角色進行溝通、協作

職務需求
■ 3年及以上軟體或旅宿業數位專案工作經驗
■ 具備產品規格書或商務規格書撰寫、流程圖梳理之經驗
■ 具備嚴謹、獨立的邏輯思維能力，習慣以資料為導向，發現、分析問題及推動問題解決
■ 較強的溝通、協調、組織能力，有較強責任心與團隊精神，能承受較大的工作壓力","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '中等', 'Write': '中等'}]",UML、HTML、Excel、PowerPoint、Word、LibreOffice Writer、Calc、Impress、Math、Google Analytics、Google Tag Manager、Adobe Photoshop、Illustrator、ImageReady,異業合作規劃與執行、提案與簡報技巧、網站企劃能力、行銷策略擬定、市場調查企劃與執行、市場調查資料分析與報告撰寫、網站流量成效追蹤、客戶資料更新維護、客戶情報蒐集、客訴案件處理、產品介紹及解說銷售,"加分條件： 
一、具有獨立作業能力，很棒的邏輯判斷力，個性主動積極喜歡與人溝通。 
二、能透過一次性會議就能深悉客戶需求，若具有獨立進行業務接洽。 
三、具備旅宿產業市場分析能力與提案能力。 
四、熟悉網站營運管理、資訊系統架構者。 
五、懂得UML、UI、UX運用於線上行銷及銷售概念。
六、具有GA分析力及GTM規劃力者。 ",https://www.104.com.tw/job/7j0p6?jobsource=index_s
QA Engineer,華玉科技股份有限公司,軟體工程師、Internet程式設計師、其他資訊專業人員,47500.0,台北市大安區辛亥路二段185號21樓 (距捷運科技大樓站約500公尺),"做為團隊的一份子你將有機會參與華玉新一代車用相關雲端平台和解決方案核心產品發展，貢獻您品質工程的專長一起投入連網車用大數據的嶄新新領域並探索Web3, DApp 新移動經濟以及車用數據分析的熱門應用。

品保工程師會和產品研發團隊密切合作，了解產品需求、撰寫相關測試案例和執行各種類型測試來確保高品質的產品功能交付。您也會參與測試流程的討論並善用工具來提升軟體測試的效率和品質。

職責 Responsibilities

- Create, design and execute test cases for new products and features.
- Record test results and determine failure root cause with development team
- Cowork with development team on bug fix validation and regression testing
- Involve early in the development to incorporate automated test in CI/CD pipeline.
- Share testing knowledge to the team and contribute to QA proces improvement

必要條件 Qualifications:

- 2+ years of experience in Quality Assurance field
- Experience in software testing process and related bug tracking tools
- Experience in test idea generation, test case preparation and test execution

加分條件 Preferred Qualification

- Experience in cloud platform such as AWS, GCP and Azure.
- Experience in cloud native related technology such as Docker, Kubernetes, NoSQL (MongoDB)
- Experience working with in Agile development team
- Familiar with source code management tool Gitlab, Github or Git based tool such as Bitbucket
- Experience in coding and programming, especially Python, Golang, Dart, Java and C
- Experience working with CI/CD solution such as Jenkins, Gitlab, Github for cloud testing
- Good verbal and written communication skill in English","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,取得AWS認證者，可獲得優先面試機會(2022AWSUTC),https://www.104.com.tw/job/7i352?jobsource=index_s
數據資料處理工程師,悠遊卡股份有限公司,系統工程師、通訊軟體工程師、軟體工程師,55000.0,台北市南港區園區街3之1號13樓 (距捷運南港軟體園區站約440公尺),"1. 資料平台開發與維運
2.系統規格文件維護與管理
3.主管交辦事項

技能需求
1.熟悉資料庫SQL server/Oracle開發應用。
2.熟悉Stored procedure、ETL工具等。
3.有前端技術，HTML5、JavaScript、Internet、Web Service、Web API相關開發經驗尤佳","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Excel、PowerPoint、Word,不拘,"1.對資料處理有熱誠。
2.具良好的邏輯思維與溝通協調能力，能與合作夥伴有效溝通。",https://www.104.com.tw/job/8br2g?jobsource=index_s
軟體工程師 Software Engineer,星普思管理諮詢有限公司,軟體工程師,40000.0,台北市信義區,"軟體工程師，銀行核心系統

職務要求：
Database : MS SQL / Oracle
Programming : JAVA application, Object-Oriented, ETL concept / tools
Domain Know-How - Banking  / Insurance experience 0-5 years.

我們正在拓展我們的銀行核心系統技術團隊，並採用最新技術、現代化工具和全
新的工作方式來實施 Avaloq 核心銀行系統專案。

你將使用 Avaloq 指令碼語言進行工作，這是一個 Avaloq 使用的專有程式設計語言。

該語言以 PL/SQL 為基礎（相似的語法），並由 Avaloq 進一步加強，使用物件導向程式設計的概念對業務物件進行建模。此外，你將使用 PL/SQL 腳本和 SQL 查詢來訪問資料庫表，並直接調用資料數據庫函數。所以你需要熟悉資料庫概念和物件導向程式設計。

你將與一個具有創業思維的多元化和包容性的團隊合作。在任務中，你將成為隊伍的一員並與你的同伴一起去創造變革性的成果 - 從開始到成為現實。

我們相信透過技術傳遞創造客戶價值。因此，無論你的資歷等級，我們的技術職
業道路都致力於支持你進行程式設計，共同在金融科技領域中共同成長。","[{'Language': '英文', 'Listen': '精通', 'Speak': '中等', 'Read': '精通', 'Write': '精通'}, {'Language': '中文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",MS SQL、PL/SQL,系統架構規劃、系統整合分析、軟體工程系統開發、使用者測試(Usability test)、軟體整合測試、軟體程式設計、結構化程式設計、模組化系統設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/7iyog?jobsource=index_s
行銷部_會員經營CRM資深主任,斐優國際股份有限公司,網站行銷企劃、行銷主管、行銷企劃,67500.0,台北市信義區松山路130號6樓 (距捷運松山站約260公尺),"使用跨渠道數位行銷管理工具，會員分級CRM活動規劃與執行

* 針對會員消費習性，運用CRM工具，規劃跨渠道會員溝通路徑
* 會員及商品標籤tag系統規格制定，與工程師討論標籤專案導入及優化
* 分眾行銷、RFM模型導入等更深入分析
* 與行銷團隊協作優化各式會員溝通素材
* 跨渠道的會員溝通管理，包括EDM、簡訊、Web Push、LINE、APP等
* 監控會員資料庫統計大數據，和客戶建議，設定受眾、進行成效分析、提出優化建議",不拘,Python、Google Analytics,網路活動規劃與執行、行銷策略擬定、社群媒體經營管理、廣告企劃案╱文案撰寫,"* 擁有數位行銷、跨渠道CRM規劃2年以上資歷
* 擁有O2O 多渠道會員經營經驗佳
* 有維運LINE的經驗，能分析數字操盤
* 對CRM領域高度熱誠且對數據有興趣
* 具分析、解讀活動成效數據之能力
* 具備GA數據整合解析能力
* 具備跨渠道會員溝通工具如Iterable / Campaign Manager等工具使用經驗佳",https://www.104.com.tw/job/7aqd4?jobsource=index_s
