職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
【線上面談】Junior Back-End Developer,逍遙遊科技有限公司,軟體工程師、Internet程式設計師、後端工程師,65000.0,台中市西屯區西屯路二段256巷6號6樓之2,"我們正在尋找經驗豐富的C#軟體工程師，以協助我們開發和維護我們的Web網站應用。

▍職責：

1. 開發和維護 .NET Core 應用程式，以滿足客戶需求
2. 協助設計和實施高效的後端解決方案
3. 優化網站應用程式、後端服務性能，並解決潛在的問題
4. 與前端開發人員合作，確保順暢的前後端整合

▍要求：

1. 熟練掌握 ASP.NET MVC框架
2. 具有 C# Coding 經驗
3. 熟悉Web API開發
4. 良好的數據庫知識，如MySQL
5. 良好的溝通能力，能夠遠端協作
6. 自我管理能力，能夠按時交付工作成果
7. 具備 EF、LINQ、Dapper開發經驗

▍加分條件：

1. 具備 Unit Test 經驗
2. 具備 Nginx、Linux 使用經驗
3. 具備 Redis、RabbitMQ、ELK、Kibana 經驗
4. 具備 Vue、Element-UI 經驗

▍福利待遇：

1. 有競爭力的薪資
2. 彈性的工作時間，遠端工作機會
3. 專業發展和培訓支持

如果您對這個職缺感興趣，投遞時請附上您的 Github 及相關作品。",不拘,Linux、Git、ASP.NET、C#、MySQL、JavaScript、jQuery、CSS、VueJS,系統整合分析、軟體程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/85n8y?jobsource=index_s
品牌設計師｜平面設計師,時代社群行銷有限公司,廣告設計、平面設計／美編、網頁設計師,30500.0,台中市西屯區文心路三段241號11樓之五 (距捷運文華高中站約240公尺),"我們是時代社群行銷團隊，公司大多是U35的夥伴
專門協助傳統產業(ex.自行車)數位轉型、整合行銷...
我們還擁有一個超過17萬追蹤的粉絲專頁，
讓你的創意可以透過實際數據反饋更加了解市場需求，
而且我們還舉辦了亞洲最大自行車百K挑戰活動「時代騎輪節」，
想想看你的設計發想可以讓超過6000人穿在身上的那種成就感
邀請具有創造力，有主見有想法的夥伴一起加入我們的行列

公司文化
我們創造一個開放式、鼓勵夥伴互相碰撞想法的工作環境
團隊注重創新與成長，定期安排專家講座激發大家的想像力
因為我們認為想像是你能力的唯一限制～
更是非常重視團隊個人的意見與想法，熱於傾聽每個人的聲音


我們希望您可以擁有這些經驗或興趣：

1.愛吃愛喝愛玩愛挑戰
2.平面視覺設計經驗
3.印刷相關知識
4.耐心、同理心並擅於統整訊息
5.充滿創造力及對設計的熱情
6.有溝通能力及團隊合作精神

因為我們會希望您能做到這些工作需求：

1.執行本公司設計相關業務（平面設計/VI規劃/展場空間規劃等設計相關業務之執行）
2.執行設計專案，需協助主管完成設計專案
3.在特定業務環節需求下，需與客戶窗口直接溝通所負責的設計案件細節
4.需熟悉印刷基本流程、色彩概念，對設計應用之印刷加工、紙材具備一定經驗

【加分項目】
略懂前端視覺切版(HTML/CSS)
<我們有超強的全端工程師手把手教會你網頁製作相關技巧>

★ 為了讓我們了解你的設計能力，請務必提供作品資料。
★ 團體作品請標註你負責的部分。

---
TIMEDIA
Tendency 趨勢＊Innovation 創新＊Marvel 驚奇＊Enthusiasm 熱情＊Desire 渴望＊Influence 影響力＊Ambition 野心

我們是一個關注「趨勢」擁抱「創新」不斷創造「驚奇」並且充滿「熱情」的團隊，我們是由一群對成長極度「渴望」的Y+Z世代組成，立志於拼搏的過程持續創造對社會正面的「影響力」，「野心」早已刻在心中...",不拘,Adobe InDesign、Adobe Photoshop、Illustrator,設計印刷基本認知、CIS企畫設計、各式封面設計、視覺設計相關知識、廣告設計概念、繪圖工具與軟體操作、多媒體簡報製作、設計表現能力、網頁軟體操作、數位攝影技巧、活動會場佈置、展場設計規劃,"阿阿～上面忘了寫！
若你在平日有想去看的展覽，公司無條件支持你去增廣見聞，在這裡你可以真正學習到專業VS商業的區別，真正感受到什麼叫做有靈魂的設計～

而且你絕對放心，在我們這裡，設計師就是設計師，絕對不會有什麼設計師兼小編的工作內容喔！",https://www.104.com.tw/job/7rtai?jobsource=index_s
資深全端工程師,MeterSquare Limited_香港商團博手機應用有限公司,軟體工程師、通訊軟體工程師、系統分析師,80000.0,台中市西區臺灣大道二段545號4樓1室,"職位摘要：
作為資深全端軟件開發工程師，您將負責設計、開發和維護高品質的軟件產品。您需要具備廣泛的技術知識，能夠處理前端和後端開發任務，並與團隊成員密切合作，確保項目按時交付。

職責與職務：
設計和開發軟件應用程序的前端和後端組件，包括使用者界面、業務邏輯、數據庫集成和API開發。
與產品經理和設計師合作，確定需求並設計技術解決方案，以滿足產品目標和用戶需求。
進行代碼審查，確保代碼質量和一致性，並提供適當的改進建議。
優化應用程序的性能，提高效能和可擴展性。
解決軟件開發過程中的技術挑戰和問題，提供創新的解決方案。
協助其他團隊成員，提供技術指導和支持，並進行知識分享。
保持對軟件開發行業的最新趨勢和技術進展的了解，並積極學習新技術和工具。

優先考慮的技能：
擁有雲端開發和部署經驗，如AWS、Azure或Google Cloud。
熟悉敏捷軟件開發方法論，如Scrum或Kanban。
具備移動應用程序開發經驗，如iOS或Android平台。
擁有大型軟件項目的領導能力和團隊管理經驗。",不拘,不拘,伺服器網站管理維護、系統架構規劃、系統整合分析、軟體工程系統開發、軟體程式設計、網路程式設計、資料庫系統管理維護、資料庫程式設計,未填寫,https://www.104.com.tw/job/81hii?jobsource=index_s
C++ server 後端軟體工程師 | Bigdata(可遠端)(台中),萊泀股份有限公司,軟體工程師、後端工程師、Internet程式設計師,90000.0,台中市中區東區新莊里新莊街129巷70弄1號,"【此職務的工作介紹】
作為C++軟體維護及開發人員，您將在一個友好的產品團隊中工作，負責所有後端開發及管理。這個獨特的角色讓您有機會大顯身手並成為團隊中很重要的一員。
您還將與我們的開發團隊和利益相關者一起負責項目，負責網站和應用程序的所有需求。

1. 數據收集應用相關程式開發與維護
2. 即時/歷史 統計演算及數據分析開發與維護
3. 前、後台系統網絡開發與維護
4. 導入LLM、AI進入系統
5. 跨部門需求溝通與確認
6. 整理和編寫技術文檔
7. 協作對象有前、後端工程師、設計師 、測試工程師、運維專家等一同合作

【職務條件】
1.有一定的C++開發經驗，會任一門指令碼語言(python或者shell）
2.理解多綫程等基礎架構，物件導向設計、瞭解其原理和實現機制
3.良好的Coding Style、程式模組化與功能化的架構設計、除維護外，若有程式碼重構經驗尤佳
4.若能根據業務需要採用不同架構設計標準化的微服務為加分項目
5.喜歡鑽研及解決問題，具有較強的責任心及團隊合作精神、偶有通靈的能力
6.有台灣券商、期貨商相關工作經驗優先聊聊

【這樣很加分】
1. 履歷中有各種參與過的專案經驗，讓我們可以更快速的認識你的能力與經驗。
2. 具備開發經驗也很可以！",不拘,Linux、Shell、Github、Git、C++,系統架構規劃、系統整合分析、軟體工程系統開發、軟體程式設計、結構化程式設計、模組化系統設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/8bpti?jobsource=index_s
華邦電子2024校園徵才-(中科)軟體類_Data Scientist Engineer,華邦電子股份有限公司,資料科學家、資料工程師、演算法工程師,40000.0,台中市大雅區科雅一路8號,"立即填寫完整履歷投遞華邦電子2024校園徵才職缺，將有機會讓你Win在起跑點、提早卡位！ 

華邦電子2024校園徵才-(中科)軟體類_Data Scientist Engineer 
工作地點：中科(台中市大雅區中部科學園區科雅一路8號) 
科系類別：資訊工程相關 、數理統計相關  

What you can do
作為華邦的 Data Scientist Engineer，你將協助內部需求部門建置完善的資訊系統平台，促進企業內部運作並提升生產力。

Who we look for
Data Scientist歡迎具備統計專業知識&基本數理能力，熟悉 R / Python/ SQL 等開發工具的高手成為我們的夥伴。如果你具有資訊工程，數理統計其他工程相關背景，歡迎加入Data Scientist Engineer團隊，在當責的跨團隊任務中達成共同目標。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘, ,https://www.104.com.tw/job/888z4?jobsource=index_s
機械產品研發工程師,矩將科技有限公司,機械設計工程師、CAD／CAM工程師,42000.0,台中市北屯區松竹路一段530號,"1. 製作機械的裝置、工具之詳細設計圖及說明。
2. 分析產品規格、草圖、藍圖、想法和相關數據，以評估組件性能及市場性。
3. 提供零件或機器設計所需的特性分析。
4. 修改設計以改良操作缺點或生產問題。
5. 繪製裝配圖、組合圖，以描述組件、裝配、及機器的連接關係。
6. 提供客戶諮詢服務。

R&D工程師在現今科技進步的環境下，扮演著不可或缺的角色，其在設計、製造、測試等方面扮演著重要的支援角色。此職位除了能夠獲得豐富的工作經驗外，更有機會參與到各種專案，提升工作技能和職涯發展前景。
如果您符合以上要求，請立即提交您的申請，我們期待著您的加入！","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '略懂', 'Write': '略懂'}]",AutoCAD、SolidWorks,產品機構設計、新產品研發與測試、機械相關圖表繪製、電腦繪圖軟體操作,"1. 具備相關學歷背景，如CAD應用系統、工程繪圖等。
2. 具備相關工作經驗，尤其是在產品設計和開發方面的經驗優先考慮。
3. 熟悉相關軟體工具，如2D/3D繪圖軟體、BOM表管理軟體等。
4. 具有良好的團隊合作精神和溝通協調能力。
5. 勤奮踏實，有責任感和抗壓性。
6. 具備相關認證或證書優先考慮。",https://www.104.com.tw/job/3m1ey?jobsource=index_s
工地主任/營建工程師,生活家建設有限公司,工地監工／主任、營造工程師、工務人員／助理,40000.0,台中市南屯區惠中路三段69號13樓,"對生活家建設而言
建築就像藝術品
理當被翫賞讚美細細珍藏
秉持「品質第一」的理念
堅持完美　精雕細節
以最完善的規劃、最優質的建材
成就最美好動人的永恆經典

工作態度：(我們希望你是)
態度積極熱情、細心、耐心、思考靈活、善團隊合作
個性負責、能獨立作業、抗壓性高、不計較

1. 工地施工實務經驗3年以上建設經驗。（有參與完整個案經驗為佳）
2. 具有透天、大樓施工經驗（有施工超高樓層經驗尤佳）
3. 熟悉規劃作業及施工圖說審查、施工細部圖檢討。
4. 與所有人、承包商和設計專家討論溝通及解決工作時程、客戶抱怨和營建相關問題。
5. 協助丈量尺寸，繪圖，核對圖面資料，並負責圖檔管理。
6. 負責工地現場監工、人員調派、工程分包安排及業務處理。
7. 監控安全監測數據系統以符合合約與現行規範。
8. 配合工程預算，製作發包標單及圖說整理。
10. 負責分包商施工之監督與評估及施工前之準備工作。
11. 進場物料的驗收、檢驗與堆置管理。
12. 執行分項工程及安全衛生自主檢查。
13. 負責驗屋、交屋等維修保固
14. 工程施工會議紀錄及安排。
15. 其他主管交代事項辦理

＊具工地主任、品管工程師、勞安證照者尤佳
＊須具備電腦能力(熟悉word , excel , 中文打字)
＊如具備完整繪製3D , revit , BIM等能力薪資加級",不拘,AutoCAD,土木工程施工與監造、基礎土木工程應用、安全措施與假設工程、工地行政相關報表製作、工程測量、工程分包管理、工程協調與問題處理、工程管理、建築工地物料管理、監工日報表填寫、工地工程稽核與驗收、工程施工監督管理、工程管理-品質管理、工程驗收資料管理、修繕進度追蹤與管理、工程估驗與計價、土木建築工程圖判讀、工程圖識圖與繪圖、建築圖識圖與繪圖、施工圖與裝配圖繪製,未填寫,https://www.104.com.tw/job/7ckxl?jobsource=index_s
D4000 Java軟體開發工程師【台中】,富邦媒體科技股份有限公司(富邦momo),Internet程式設計師、軟體工程師、其他資訊專業人員,40000.0,台中市北屯區文心路四段955號9樓 (距捷運四維國小站約210公尺),"1. 負責全方位金流系統相關專案，包括分析、設計、開發和維運，依個人能力合理分配專案。

2. 開發 API、排程、報表產出。進階工作負責需求分析、架構規劃，以及 DB schema 設計。

3. 參與金流支付平台專案，包括 mo幣、Line pay、街口支付、ATM、IBON、悠遊付、信用卡、第三方支付等。

4. 後端佔比 70%，熟練使用 Spring Boot；前端佔比 30%，使用 reactJS，具備 hook 經驗佳（熟悉 Angular 或 Vue 等前端框架，想增加reactJS技能）。

5. 持續進行程式碼和系統性能優化。

6. 使用的技術： Oracle、PostgreSQL、REDIS、MONGODB、Rabbit MQ、Linux、Docker。

7. 本職位結合金流整合開發與數據分析，同時注重風險控管。

歡迎具備相應技能且充滿熱情的 Java 工程師加入我們的團隊，一同打造卓越的電商金流體驗！ 



**資深者可再另議薪資**",不拘,Linux、OOAD、Git、Java、Spring、Oracle、PL/SQL、PostgreSQL、Tomcat、jQuery、ReactJS,軟體程式設計,"1. 熟SQL語法。
2. 熟Java開發架構與Spring Boot。
3. 具專案開發與管理經驗者佳。
4. 了解網路技術架構及應用，能執行整體解決方案者佳。
5. 懂資料庫應用相關者佳。
6. 具訂購、財務系統開發運維經驗者佳。


* 如經面試錄取後，報到時須繳交「體格檢查表(一般)」，請於報到前自行至醫療機構辦理體檢 *",https://www.104.com.tw/job/7lsty?jobsource=index_s
MongoDB 資料庫管理師(擴編),網逸資訊有限公司,資料庫管理人員、資料工程師、數據分析師,65000.0,台中市西屯區市政北七路,"我們的文化：
- 我們不為做而做，而是找出問題背後的問題，並規劃與實踐解決方案。
- 我們擁抱自動化，將日復一日的苦工減到最少，樂見每個人工作越來越輕鬆，而有餘力探索新的事物與技術。
- 唯一不變的事，就是所有的事都一直在變化，我們不守舊、鼓勵挑戰，並從失敗中學習。

條件要求：
1. 3年以上資料庫維運經驗。
2. MongoDB管理與維運。
3. 釐清與理解開發單位的需求。
4. 協助開發單位進行系統架構設計。
5. 協助開發單位進行資料模型規劃。
6. 異地備援設計、建置與演練。
7. 效能調校優化與疑難排除。
8. 主管交辦事項。

薪資條件:
年薪保障14個月，另加發績效獎金，在職滿一年以上的同仁皆享有本薪資福利，年薪上限多少個月，是由同仁共同奮鬥的成果，歡迎挑戰高薪。",不拘,MySQL,不拘,"加分項目：
- 有MongoDB 4版的認證。
-  有維護MongoDB Global Zone Sharding的經驗。
-  有建置ClickHouse Cluster或維護ClickHouse的經驗。",https://www.104.com.tw/job/7wt4y?jobsource=index_s
D4000 數據中台工程師(Java)【台中】,富邦媒體科技股份有限公司(富邦momo),Internet程式設計師、軟體工程師、其他資訊專業人員,40000.0,台中市北屯區文心路四段955號9樓 (距捷運四維國小站約210公尺),"1. 數據應用相關系統的設計、開發和維運
2. 數據服務API的設計、開發和維運
3. 中台架構的設計、開發和維運
4. 開源方案導入的研究和評估
5. 閱讀與工作相關的自選和指定書籍(每年至少三本)
6. 主管交辦的其他任務

**資深者另議薪資**","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '略懂', 'Write': '略懂'}]",Java、Spring、PL/SQL,不拘,"1. 對數據相關應用系統的設計、開發和維運有興趣者
2. 對數據相關開源方案(Redis, Kafka, Flink等)的研究、導入和維運有興趣者
3. 對數據的採集、匯聚、開發和治理有興趣者
4. 熟UML、OOAD尤佳
5. 熟設計模式、SOLID設計原則尤佳
6. 熟多執行緒尤佳

* 如經面試錄取後，報到時須繳交「體格檢查表(一般)」，請於報到前自行至醫療機構辦理體檢 *",https://www.104.com.tw/job/7lsts?jobsource=index_s
研發專員/助理,捷欣企業股份有限公司,助理工程師、材料研發人員、實驗化驗人員,36000.0,台中市西屯區中清路三段528號,"1. 研發產品之操作執行、相關原料、設備等的修正與改善操作。
2. 產品開發之生產、操作相關的資料蒐集(時間、方法、順序--等數據)，以建立標準生產率與改進效能資料庫。
3. 協助進行工程圖、草圖或準則之保存與確認，經與相關人員洽談後，決定品質和可靠性的標準。
4. 執行工程師或主管交辦之開發後段操作面作業。
5. 準備與運用圖表說明工作流程、佈局、原料處理和機器使用程序說明。
6. 評估數據及書寫報告，以確認或顯示與現有標準之間的差異。
7. 紀錄與閱讀工作日誌、以提升對產品處理程序和說明書精進表達，以確認工作記錄符合品質管理細則。
8. 主管交辦事項。",不拘,不拘,不拘,1.  具傳統產業研發單位經驗者佳。,https://www.104.com.tw/job/7dny3?jobsource=index_s
軟體專案經理 Project Manager,業鈞數位科技有限公司,專案經理、軟體專案管理師、軟體專案主管,80000.0,台中市西區台灣大道二段186號7樓之5,"【工作內容】

1. 需求確認：理解並確認客戶的需求，並分析需求製作方式與優先順序，製作出必要文件供客戶做確認。

2. 文件製作：製作專案產品功能列表、流程圖、結構圖、WBS、專案會議簡報及紀綠等專案文件。

3. 開發溝通：與前後端工程師及外包商合作，確認功能與製作時程。 

4. 功能驗證：製作測試列表，測試產品開發內容，與客戶確認需修改內容，並追蹤修正狀態。

5. 上版追蹤：功能上版前，確認上版流程執行無誤；上版後，追蹤系統是否正常運作。

6. 協助驗收：製作驗收文件，協助業務做專案驗收。



【必備條件】

- 1年以上的軟體專案管理經驗。

- 持有相關專案管理證書(如PMP、PRINCE2等)者優先考慮。

- 擁有豐富的專案管理經驗，能夠從 0 到 1 建構完整流程。

- 熟悉專案管理工具和方法，如敏捷開發(例如Scrum)和持續集成。

- 熟悉「瀑布式」及「SCRUM」等二種專案實作技能，注意細節，並且能夠自主完成多項任務。

- 熟悉軟體開發生命週期(SDLC)，並可以應用在軟體專案規劃中。

- 熟悉規劃規劃專案之WBS之技能。



【其他條件】

- 出色的溝通和協調能力，能夠清晰地傳達項目目標和要求，並說服各利益相關者。

- 擁有良好解讀資料的能力，並且熟悉商業、財務、技術相關的專業術語。

- 具備對軟體開發和營運流程的深入理解，能夠快速理解和應對相關問題。

- 具有優秀的分析、數據驅動、問題分析解決能力，能夠根據數據做出有效的決策。

- 具備卓越的領導能力和團隊合作精神，能夠有效地協調和管理多個利益相關者。

- 具備良好的組織和計劃能力，能夠有效地安排和分配資源，並優化專案時間表和進度管理。



★★★我們採取專案扁平化團隊設計，確保每位扁平化團隊成員在源源不斷的案源情況下可以保證獲得專案分成的獎金、季度分紅等。也因此屬於高強度開發團隊取向，歡迎有興趣挑戰收入的各路高手加入我們的行列!★★★",不拘,SDLC、Github、Jenkins、Git、Angular,專案成本╱品質╱風險管理、專案時間╱進度控管、專案規劃執行╱範圍管理、專案溝通╱整合管理、專案管理架構及專案說明,未填寫,https://www.104.com.tw/job/8bb31?jobsource=index_s
導航軟體工程師 Navigation,勤工股份有限公司,軟體工程師、通訊軟體工程師,40000.0,台中市大雅區員林村神林路１段267巷26號,"AXON期待您的加入！！


AXON勤工除了運搬設備、製造堆高機配備及整合物流方案外，也同時協助客戶導入無人堆高機，我們希望您應徵『導航軟體工程師』一職能具備以下個人特質：
▶靈活變通能力佳，需應對客戶各種不同的運搬模式。
▶如果您是位努力又勇於冒險的人，歡迎加入。
▶追求自我達標成就感。

[工作內容]
1. 開發派車軟體、無人搬運車通訊系統軟體設計與周邊I/O控制整合
2. 開發無人載具之調度軟體、通訊系統軟體設計
3. 軟體及演算法開發：
    3-1. 感測融合 
    3-2. 物件偵測、辨識與追蹤 
    3-3. 決策控制 
    3-4. 模擬驗證 
    3-5. 車間通訊工作內容 
    3-6. 軟體工程 
    3-7. 高精地圖 
    3-8. 車輛定位
4. 定位(SLAM)開發應用 
5. 需偕同電控、機構、上位軟體等跨領域專案開發

[具備能力]
1. 具程式設計和開發能力。
2. 地圖和導航算法，熟悉地圖和導航相關的算法和技術，並且有數據分析和處理的能力。
3. 需具備跨單位溝通與協調的能力。

[加分能力]
有無人車或導航軟體開發相關經驗佳。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Linux、C++、Python、MES,專案人力資源管理、專案成本╱品質╱風險管理、專案時間╱進度控管、專案採購管理、專案規劃執行╱範圍管理、專案溝通╱整合管理、專案管理架構及專案說明、專案管理軟體操作,對於物流運搬或MES系統開發有經驗者尤佳,https://www.104.com.tw/job/7ywt6?jobsource=index_s
演算法工程師,勤工股份有限公司,軟體工程師、軟韌體測試工程師、演算法工程師,40000.0,台中市大雅區員林村神林路１段267巷26號,"AXON期待您的加入！！

我們希望您應徵『演算法工程師』一職能具備以下個人特質：
▶對資料結構、軟體框架與設計模型有正確概念的人。
▶靈活、變通能力佳。
▶善於溝通與團對協作。


[工作內容]
1. 開發機器人棧板偵測功能。 
2. 開發機器人感知功能，使機器人能適用於各種場域並優化感測器數據的整合與利用。 
3. ROS開發。
4. 負責感測器校準、數據處理和演算法開發與實現。
5. 協助車控的軟硬體問題排除。
6. 需協同電控、機構、導航、上位軟體等跨領域專案開發。

[具備能力]
1. 熟悉機器人系統，瞭解其各模組及相關知識。
2. 熟悉ROS。
3. 技術溝通與尋找答案的能力。


[加分能力]
1. 有ROS開發及無人車經驗者為佳。","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '略懂', 'Write': '略懂'}]",Linux、C++、Python,軟體工程系統開發、韌體工程開發、軟體程式設計、資料庫軟體應用,未填寫,https://www.104.com.tw/job/8a00p?jobsource=index_s
BU01-遊戲數值設計師 (台中/高雄),博星數位股份有限公司,電玩程式設計師、統計精算人員、數學研究員,50000.0,台中市西屯區朝富路213號22A6(時代廣場CBD大樓),"創造難忘遊戲體驗

        在博星，我們致力於打造不僅僅是遊戲，而是深具吸引力的體驗，讓玩家在我們精心設計的遊戲世界中尋找樂趣、挑戰和成就感，為了達到這一目標，我們認識到了機率設計在創造引人入勝的遊戲玩法中的核心作用，這就是為什麼我們正在尋找一位才華橫溢的機率設計工程師，來加入我們的創新團隊，一起創造遊戲行業的下一個里程碑。

為什麼機率設計如此重要？

        在遊戲世界中，機率不僅僅是數字遊戲，它是創造深度、驚喜和無窮樂趣的魔法，一個精心設計的機率系統可以讓每次遊戲體驗都獨一無二，保持遊戲的新鮮感和再玩價值，從獲得稀有物品的興奮感到挑戰Boss的未知結果，機率設計讓這一切成為可能，並且在玩家心中留下難忘的印象。

加入我們，一起創造遊戲魔法～


主要職務內容：
         1、遊戲規劃(競品分析、 玩法發想、流程規劃)。
         2、設計與撰寫遊戲企劃及相關機率數值計算。
         3、風控管理。
         4、數據分析。

• 此工作職缺的上班地點可選擇在高雄市左營區或台中市西屯區","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Python、Excel,軟體程式設計,"1、熟悉排列組合、機率理論，具良好的數理邏輯及分析能力。
2、具英文能力尤佳。
3、具程式撰寫能力尤佳。
4、熟悉Excel函數之製作遊戲數學模型。
5、獨立思考，熱忱細心負責，並有良好的團隊合作與溝通能力。
6、對遊戲產業的創意及熱忱。",https://www.104.com.tw/job/5y469?jobsource=index_s
自動化與軟體研發工程師 (助理工程師/工程師/系統分析師/專案經理人),明億鑫精密股份有限公司,自動控制工程師、軟體工程師、系統分析師,43500.0,台中市神岡區東洲路269號,"1. 定位與願景說明:
================
面對當前全球產業競爭激烈的環境, 各企業朝『工業4.0』的方向邁進已是必然的發展趨勢, 本職務的角色在於推動『工業4.0』方向的產業升級, 是公司的核心力量, 協助公司在『生產製造』及『經營管理』上的各種整合應用, 創造公司更加堅實的產業競爭力。

2.什麼是工業4.0 ?
===========================
■ 什麼是工業4.0｜工業4.0 與全通路零售趨勢，台灣企業該如何面對？
https://www.youtube.com/watch?v=oABAjDrVP4A&t=3s

■ 工業 4.0：CNC 加工業的智慧製造與製程控制
https://www.youtube.com/watch?v=UheznQLR75Q

■ 【90秒看懂】為什麼你要認識「工業4.0」？台灣轉型新力量
https://www.youtube.com/watch?v=m1K0o5OqvHQ&t=51s

■ 金屬加工智慧工廠：以設備聯網與可視化管理為工業 4.0 起點
https://www.youtube.com/watch?v=pKGxwoQS6n8

3. 目前本職位已對公司產出的成效:
===========================
持續協助公司朝『工業4.0』智慧生產的目標方向進行努力, 目前成果：

■ 已充份執行系統整合能力, 持續研發設計, 在生產線佈署自動化生產機制 (機械手臂、AGV 無人搬運車…) , 增加生產穩定度及提高生產產能。

■ 使用許多數學模型、機器視覺、AI類神經演算法, 研發生產設備線邊運算能力, 導入先進製程, 提升產出品質與良率。

■ 已研發整合相關量測設備, 導入自動量測及數據分析資訊系統, 在品檢作業流程中, 提升品質檢驗的效率及落實程度。

■ 已開發導入生產線戰情資訊系統, 整合生產設備, 蒐集生產數據, 即時戰情電子看板, 可以即時看到生產狀況進度及良率,當生產線有生產瓶頸時, 管理人員可以第一時間介入解決問題。 

■ 集團各分公司的企業資源規劃系統(ERP)及製造執行系統(MES)資訊整合機制建立, 提升管理層掌握生產製造現況的能力。

4. 近期執行目標說明:
==================

近期正在持續投入更多AI新創製程的研發設計, 在管理面的資訊系統也不斷在進行優化升級, 創造公司更大的競爭優勢。

期待有興趣與熱忱的伙伴加入一起創造價值。

5. 技能要求: 
============
(以下為工作中會使用到的技能，『熱忱』重於『技能』，需要自學能力高，歡迎有熱忱的朋友投遞履歷 )
■ 自動化配線
■ PLC編程
■ C#語言 Windows Form , MVC
■ Python語言 (AI深度學習演算法)
■ 物件導向程式設計觀念
■ SQL語法
■ 關聯式資料庫設計
■ 基礎數學應用 (代數、三角函數、空間幾何)
■ 深度學習AI框架--Yolo

6. 對於人才的理念說明:
====================
『不限』資訊相關科系, 歡迎『理工科系』且對軟體設計及自動化領域有『高度熱忱』的求職者 (應屆畢業生可) 加入我們的團隊, 共創未來。

7. 工作需求說明:
=================
1. 初期(助理工程師/工程師) 
1.1 機械臂自動化整合應用導入 (硬體配線、PLC程式撰寫)。
1.2 自動化軟體系統開發、信息交握整合程式開發與測試。
1.3 AI智慧製造EAP/MES/CIM系統整合開發與測試。
1.4 設備AI智動化邊緣運算系統程式開發及測試。

2. 中期(系統分析師)
2.1 設計系統操作畫面(UI)及操作流程(Flow)細節。
2.2 系統軟硬體架構設計(Database Schema、硬體佈線…等)。
2.3 數學演算法設計。
2.4 指導工程師進行程式設計及協助工程師技術問題排除。
2.5 協助專案經理人管理專案品質與進度。

3. 後期(專案經理人)
3.1 管控產品專案開發進度, 溝通協調配合事項。
3.2 需求訪談, 功能與操作流程需求開立。
3.3 產品進度估算與管控, 問題溝通及處理。

8. 您可以從工作中得到什麼?
=========================
■ 我們會把您當成公司部門的『核心成員、技術專家、管理幹部』來培養。

■ 本職務會接觸到『資訊科技領域』及『自動化領域』『全面化』的專業技術, 有更多機會累積在領域中『全方位』的專業經驗與能力, 可在過程中不斷提升自我價值, 成為資訊與自動化領域的『頂尖專業人才』。

■ 本職務屬性有相當好的發展前景, 有機會短期出差到海外分點歷練, 接受更多工作挑戰, 成為一位有更多附加價值的人才。

■ 由工作能力的增長, 可承擔更多責任及完成更有價值工作任務, 公司將給予相對應的薪資待遇, 成長前景可期。 

9. 工作原則要求說明:
=====================
■ 邏輯推理能力要好。
您的邏輯推理能力要有, 懂得在工作中進行思考, 提出有建設性的解決方法。

■ 先做對的事，再把事做對。
要是工作內容上有不明確的地方, 懂得與上司溝通討論。

■ 需對軟體設計及自動化領域有高度熱忱。  
希望在這個領域有深度投入及發展的熱忱, 對於工作內容有高度興趣及享受在其中。

■ 有積極學習成長的企圖心，願意接受不同的挑戰。
能有高度熱忱, 保持積極主動的態度, 解決及完成工作任務。

■ 自學能力要強。
對於工作內容及接觸到的技術, 要有好奇心與研究的能力, 享受學習新事物的樂趣。

■ 有認真負責的敬業態度。
把手上的工作, 當成自己的事情來關心。


-----------------------------------------------------------------------------------","[{'Language': '英文', 'Listen': '中等', 'Speak': '略懂', 'Read': '中等', 'Write': '略懂'}]",C#、Python、PLC,軟體程式設計、設計導入製造執行系統（MES）,"1.應屆畢業生可。
2.不限資訊科系, 理工科系亦可。
3.有以下技能與經驗者尤佳:
■ PLC 階梯圖程式撰寫及面板人機介面設計。
■ MES 或 ERP 系統開發。
■ CNC加工及MACRO程式編寫。
■ ASP.NET MVC + JavaScript。
■ 深度學習AI框架--Yolo V7",https://www.104.com.tw/job/6tomz?jobsource=index_s
